Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
00521,47482.05,28800,25200,7200
00522,54185.9,27000,25200,7200
00523,59691.45,28800,21600,9000
00524,70164.35,27000,25200,10800
00525,44421.45,23400,21600,5400
00526,38188.1,27000,19800,3600
00527,44761.55,25200,18000,7200
00528,53742.35,21600,18000,7200
00529,54312.9,21600,19800,9000
00530,30053.85,21600,16200,3600
00531,42237.79999999999,28800,27000,1800
00532,45561.6,19800,16200,10800
00533,51449.5,21600,18000,7200
00534,39273.25,21600,18000,7200
00535,55276.6,25200,25200,9000
00536,30294.25,23400,18000,3600
00537,52720.55,32400,30600,5400
00538,33404.7,21600,14400,5400
00539,44311.3,19800,16200,7200
00540,55775.8,23400,19800,9000
00541,55800.6,23400,19800,10800
00542,44312.1,27000,21600,7200
00543,55026.1,25200,18000,7200
00544,46368.5,19800,16200,9000
00545,43003.65,19800,18000,7200
00546,40952.95,19800,16200,9000
00547,43403.29999999999,23400,18000,7200
00548,49982.2,25200,19800,9000
00549,28173.05,19800,12600,5400
00550,60350.79999999999,23400,21600,10800
00551,45122.75,21600,18000,7200
00552,49377.05,25200,21600,9000
00553,44853.05,30600,27000,1800
00554,60849,27000,19800,12600
00555,55150.25,19800,18000,9000
00556,60769.6,27000,23400,7200
00557,50546.1,27000,23400,9000
00558,57027.25,28800,23400,9000
00559,47728.65,27000,21600,9000
00560,68985.25,27000,21600,9000
00561,58072.45,21600,21600,9000
00562,47899.25,19800,14400,10800
00563,44059.65,27000,21600,5400
00564,54932.5,27000,23400,7200
00565,39664,23400,18000,5400
00566,61050.4,19800,18000,9000
00567,57063.5,19800,18000,7200
00568,70709.65,27000,23400,12600
00569,40171.25,23400,18000,5400
00570,59718.85,30600,27000,5400
00571,61779.9,23400,21600,3600
00572,54560.9,25200,19800,9000
00573,40538.6,21600,14400,9000
00574,44259.5,23400,19800,5400
00575,41493.65,18000,14400,7200
00576,68377.65,28800,25200,9000
00577,54280.6,25200,19800,7200
00578,44066.7,21600,16200,7200
00579,45113.75,27000,21600,5400
00580,33166.75,21600,18000,5400
00581,39070.25,23400,16200,5400
00582,27589.05,21600,14400,3600
00583,76876.1,25200,23400,10800
00584,43659.85,25200,19800,7200
00585,43867.5,23400,16200,10800
00586,53667.95,30600,23400,7200
00587,28801.15,21600,19800,5400
00588,63686.65,21600,21600,12600
00589,46425.5,19800,16200,5400
00590,51649.45,28800,25200,5400
00591,38387.85,25200,21600,3600
00592,42548.4,21600,18000,9000
00593,49909.9,19800,18000,7200
00594,39389.6,18000,16200,9000
00595,49742.25,21600,19800,7200
